Cambridge, The,1508 South Street,4:00 pm - 6:30 pm,1/2 Price 16-oz. Pints
Cantina Dos Segundos,931 N. 2nd Street,4:00 pm - 6:00 pm,$2 Off Drafts, $2 Mexican Beers, $20 Pitchers, $5.50 Margaritas or Sangrias
Cantina Feliz,424 S. Bethleham Pike,4:30 pm - 6:30 pm,$2 off specialty cocktails, $2.75 Dos Equis and Corona Light, $3 Pacificos, $4 house wines and Sangria, $5.50 Feliz Margaritas; $5-7 food menu
Cantina Los Caballitos,1651 East Passyunk Avenue,4:00 pm - 6:00 pm,1/2 Off Classic Margaritas and Pitchers; 1/2 Off Sangria; $2 Off Draft Beers; $2.50 Tecates
Caribou Cafe,1126 Walnut St,5:00 pm - 7:00 pm,$3 beers, $4 house wines, $5 cocktails; $3 sliders
Cavanaugh's Headhouse Square,421 S 2nd Street,5:00 pm - 7:00 pm,$2 off all beer, mixed drinks and wine; $5 pub menu
Cavanaugh's Rittenhouse,1823 Sansom Street,11:30 am - 12:00 am,$3.75 Bud Light Bottles and $5 Jameson and Crown Royal Apple shots; $5 Philly Cheesesteak
Cavanaugh's University City,119 S. 39th Street,11:00 am - 12:00 am,$3.95 rotating pints and $6 select mixed drinks
Cedar Point Bar &amp; Kitchen,2370 E. Norris Street,10:00 pm - 12:00 am,Discounted select drafts, $1 off wine, $8 select cocktails and $9 Old Fashioned and Oak Aged Negroni; $4 off wings
Chap's Taproom &amp; Sports Grill,2509 West Main Street,11:00 am - 2:00 am,$2.75 pints and $10 Pitchers of Coors Banquet
Chart House,555 S. Columbus Boulevard,4:30 pm - 7:00 pm,$2.50 domestic bottles, $3.50 import and specialty bottles, $4 well drinks, $6 select wines and $7 cocktails; $4-7 food menu
Cheu Fishtown,1416 Frankford Ave.,5:00 pm - 7:00 pm,$5 food, $5 wine, $2 Coors Banquet, $1 off drafts
Cheu Noodle Bar,255 S 10th Street,5:00 pm - 6:30 pm,$1 off draft beer, $2 Miller High Life, $5 sake and $6 cocktails; $5 food menu
Chickie's and Pete's Crab House and Sports Bar,1526 Packer Avenue,10:00 pm - 12:00 am,$7 specialty drinks, $5 personal pitchers, $3 domestic bottles and house mixed drinks, $2 off premium wines and liquors, $1 off all craft drafts
Chima Brazilian Steakhouse,1901 JFK Blvd,5:00 pm - 7:00 pm,$5 craft beers, wines, Caipirinhas and appetizers
Chris' Jazz Cafe,1421 Sansom Street,5:00 pm - 7:00 pm,$2 Coors Banquet Drafts
Cinder Copper &amp; Lace,1500 Locust St.,4:00 pm - 7:00 pm,$3 off all drafts and wines by the glass, and $5 appetizers
City Tap House,3925 Walnut Street,4:00 pm - 12:00 am,Flight Night: $10 Select Flights
CJ &amp; Ecks,384 Shurs Lane,4:00 pm - 6:00 pm,$2 domestic bottles or drafts and $3 select import bottles
CO-OP,20 S 33rd St. #1,4:30 pm - 6:30 pm,$5 snacks, $5 drafts, $7 daily wines, $8 cocktails
Con Murphy's,1700 Benjamin Franklin Parkway,5:00 pm - 7:00 pm,$2 off all wines, $3 and $4 select pints, and $4 well drinks; $7 appetizer menu
Continental Midtown,1801 Chestnut Street,5:00 pm - 7:00 pm,$5 select wines, $3 Miller Lite, 1/2 price regular cocktails, discounted specialty cocktails, 1/2 select plates
Continental Old City,138 Market Street,5:00 pm - 7:00 pm,$3 Drafts, $4 Wines, $5 Specialty Cocktails, $1-$2 Tapas Bites
Cook and Shaker,2301 E. Albert Street,5:00 pm - 7:00 pm,Draft specials and half off appetizers
Cooperage Wine &amp; Whiskey Bar,601 Walnut Street,4:00 pm - 7:00 pm,$4 rotating draft beers, $5 house wines, and $6 wells drinks; $5 snacks
Copabanana South Street,344 South Street,4:00 pm - 7:00 pm,$3 well drinks and $3 and 4 draft beers; $6 apps
Copabanana University City,4000 Spruce Street,12:00 pm - 9:00 pm,$5 Margaritas
Couch Tomato, The,102 Rector Street,4:30 pm - 6:30 pm,Ask about the daily craft beer special
Cuba Libre,10 S 2nd Street,5:00 pm - 7:00 pm,$4 select beer, house wines, Sangria and house Cuba Libre and $5 select cocktails; $4-6 bites menu
Curran's Irish Inn,6900 State Road,4:00 pm - 6:00 pm,$2.25 domestic drafts and $2.75 domestic bottles
Dandelion,124 18th St,5:00 pm - 7:00 pm,$2 Snacks, $3 Select Drafts, $4 House Wines, All at Downstairs Bar Only
Dave &amp; Buster's,325 N Columbus Blvd,8:00 pm - 10:00 pm,Half-priced cocktails, $1 off 22oz drafts and glasses of wine, and $3 off bottles of wine
Davio's Northern Italian Steakhouse,111 S 17th Street,5:00 pm - 7:00 pm,$5 Martinis, discounted draft beer and wines by the glass, complimentary hor'dourves
Dawson Street Pub,100 Dawson Street,5:00 pm - 7:00 pm,Half price draft beers and special Happy Hour food menu
Devil's Alley,1907 Chestnut Street,5:00 pm - 7:00 pm,$2 Yuenglings, $3 featured drafts and wine, $4 well drinks, and $5 Sangrias; $5 and under appetizers
Devil's Den,1148-1150 S. 11th Street,5:00 pm - 7:00 pm,Half off all drafts and $5 house wines; snack menu
Devon Seafood Grill,225 S. 18th Street,5:00 pm - 7:00 pm,$1 off draft and bottled beer and $7.50 house wines, select cocktails and martinis; $7.50 appetizer menu and Buck a Shuck oysters (4-7 PM)
Dirty Frank's,347 South 13th Street,5:00 pm - 7:00 pm,Food and drink specials
Draught Horse,1431 Cecil B Moore Ave,11:00 am - 11:00 pm,$3.75 Dos Equis drafts, $3.50 tequila shots $6.75 Dos Equis pitchers, $5 Margaritas, and $10 personal Margarita pitchers; $10.99 Fajitas
Drinker's Pub,1903 Chestnut Street,5:30 pm - 7:30 pm,All drinks half price
Earth - Bread + Brewery,7136 Germantown Avenue,5:00 pm - 8:30 pm,$1 off draft wine and $2 off all house drafts and growler fills
El Camino Real,1040 N 2nd St,5:00 pm - 7:00 pm,Half priced margaritas
El Rey,2013 Chestnut St,5:00 pm - 6:30 pm,$1 Tacos, $2 Tecate Cans, $3 Modelos, $4 House Margaritas
Ela,627 S 3rd Street,12:00 am - 12:00 am,3 courses for $30 &amp; 1/2 off bottles of wine
Fado Irish Pub,1500 Locust Street,5:00 pm - 7:00 pm,$5 beer of the month and $7 premium wines and signature cocktails; $6 bar snacks
Fare,2028 Fairmount Avenue,5:00 pm - 7:00 pm,$6 select cocktails, $4 house wines by the glass, $3 bottled beers and $1.50 off all draft beers, bar bites $3-8 and $1.50 oysters
Fette Sau,1208 Frankford Avenue,5:00 pm - 7:00 pm,1/2 price beer; $5 Manhattans and Old Fashioneds; $4 smoked chicken legs; $4 burnt end sandwich
Field House,1150 Filbert Street,5:00 pm - 7:00 pm,$4 select drafts, $5 select craft cocktails and $6 house wines
Fingers Wings and Other Things,107 W Ridge Pike,5:00 pm - 7:00 pm,$1.50 off craft drafts and call drinks, $1 off macro drafts and half price appetizers (at the bars only)
Finn McCool's Ale House,118 S 12th Street,5:00 pm - 7:00 pm,$4 all drafts, wines, and well drinks; $6 select apps
Flanigan's Boathouse Conshohocken,113 Fayette Street,12:00 pm - 12:00 am,$4 Sam Adams drafts
For Pete's Sake Pub,900 South Front Street,5:00 pm - 7:00 pm,Food and drink specials
Front Street Cafe,1253 N Front St,5:00 pm - 7:00 pm,$3 off wines, $2 off Beers, $1 off cocktails
Garage Fishtown,100 E. Girard Ave.,5:00 pm - 7:00 pm,$2 Hamms or Genesee, $4 Oskar Blues, $5 select Goose Island beers, Pickle Backs and Fireball shots, and $1 off all draft beers
Garces Trading Company,1111 Locust Street,4:00 pm - 6:00 pm,$5 and $6 food and drink specials
Goat's Beard, The,4201 Main Street,5:30 pm - 7:00 pm,$2 off select drafts, $3.50 well cocktails and $5 select wines; $2 off all snacks
Good Dog Bar,224 S 15th Street,5:00 pm - 7:00 pm,$1 off all drinks
Grape Room,105 Grape Street,6:30 pm - 2:00 am,$2 Lionshead
ICandy,254 12th Street,4:00 pm - 7:00 pm,$3 off Signature Drinks; $2 off All Other Booze
IndeBlue,205 13th Street,5:00 pm - 7:00 pm,$3-5 drink and food specials
Institute, The,549 N. 12th St,5:00 pm - 7:00 pm,$2 Off Draft Beers, Well Drinks, and Apps
Irish Pub 12th St,1123 Walnut Street,5:00 pm - 7:00 pm,$14 Sangria pitchers and 5 for $15 craft beer buckets and Bud Light Limes
Irish Pub 20th St,2007 Walnut Street,11:00 am - 2:00 am,$3.50 Bud Light pints and $5 can of the day
Irish Times,629 S. 2nd St,4:00 pm - 7:00 pm,Half off drinks, beers and apps
Iron Abbey Gastropub,680 N. Easton Road,4:30 pm - 6:30 pm,$4 drafts and Sangria, $5 house wines, select cocktails and pub food; Sangria pitchers $15
Iron Hill,8400 Germantown Avenue,5:00 pm - 7:00 pm,$2 off house and seasonal beers, $5 and $7 select wines and spirits; $5 and $7 apps
J.D. McGillicuddy's Manayunk,111 Cotton Street,4:00 pm - 2:00 am,$2.50 Miller Lite and $5 wings
Jake's &amp; Cooper's Wine Bar,4367 Main Street,4:30 pm - 6:30 pm,$3 select beer bottles, $4 select drafts, and $5 house wines and select cocktails; $5-10 food specials
